order_id,customer_id,product_id,session_id,order_date,quantity,unit_selling_price,total_amount,order_status
ORD_000091,CUST_00516,PROD_0021,SESS_001592,2023-03-20,1,229.99,230,Cancelled
ORD_000452,CUST_00221,PROD_0028,NULL,2023-11-03,5,2499,12495,Completed
ORD_000606,CUST_00627,PROD_0026,SESS_000982,2023-03-20,4,599,2396,Refunded
ORD_000121,CUST_00594,PROD_0021,SESS_004487,2023-09-01,2,229.99,460,Cancelled
ORD_000651,CUST_00554,PROD_0026,SESS_003209,2023-01-18,3,599,1797,Cancelled
ORD_001339,CUST_00520,PROD_0043,SESS_004349,2023-03-25,3,2199,6597,Processing
ORD_000934,CUST_00314,PROD_0005,SESS_000461,2023-02-12,2,999,1998,Processing
ORD_002130,CUST_999997,PROD_0039,SESS_002719,2023-07-27,4,229,916,Refunded
ORD_002998,CUST_00453,PROD_0038,SESS_000115,2023-09-08,4,499.99,2000,Cancelled
ORD_002447,CUST_00911,PROD_0038,SESS_003221,2023-05-07,5,499.99,2500,Completed
ORD_001993,CUST_00403,PROD_0028,SESS_004808,2023-11-10,2,2499,4998,Cancelled
ORD_001306,CUST_00399,PROD_0028,NULL,2023-12-23,2,2499,4998,Processing
ORD_002877,CUST_00416,PROD_0028,SESS_002439,2023-10-30,1,2499,2499,Refunded
ORD_000497,CUST_00882,PROD_0037,SESS_002784,2023-12-11,3,499.99,1500,Completed
ORD_002350,CUST_00701,PROD_0043,NULL,2023-10-07,4,2199,8796,Completed
ORD_002912,CUST_00758,PROD_0019,SESS_000861,2023-12-30,4,249,996,Cancelled
ORD_003463,CUST_00487,PROD_0034,SESS_002334,2023-04-15,5,899.99,4500,Cancelled
ORD_001288,CUST_00661,PROD_0039,SESS_002001,2023-04-15,4,229,916,Processing
ORD_002181,CUST_00884,PROD_0001,SESS_004296,2023-10-20,4,1199,4796,Completed
ORD_001086,CUST_999992,PROD_0021,SESS_001975,2023-07-01,5,229.99,1150,Refunded
ORD_000131,CUST_00782,PROD_0013,SESS_003842,2023-05-29,4,1599.99,6400,Cancelled
ORD_003082,CUST_00042,PROD_0006,SESS_003675,2023-01-30,2,799.99,1600,Cancelled
ORD_001464,CUST_00775,PROD_0038,SESS_001616,2023-04-14,4,499.99,2000,Completed
ORD_002293,CUST_00265,PROD_0017,SESS_003666,2023-06-23,2,398,796,Processing
ORD_000051,CUST_00508,PROD_0036,SESS_003537,2023-11-04,3,199.99,600,Completed
ORD_003395,CUST_00533,PROD_0006,SESS_002029,2023-11-10,5,799.99,4000,Completed
ORD_000781,CUST_00945,PROD_0002,SESS_003905,2023-01-08,2,799,1598,Cancelled
ORD_003028,CUST_00419,PROD_0016,NULL,2023-03-10,3,1450,4350,Cancelled
ORD_002518,CUST_00341,PROD_0005,NULL,2023-05-05,2,999,1998,Refunded
ORD_002769,CUST_00156,PROD_0007,SESS_000884,2023-07-12,3,2498,7494,Completed
ORD_001852,CUST_00985,PROD_0020,SESS_001243,2023-01-06,5,349.95,1750,Refunded
ORD_002846,CUST_00127,PROD_0016,SESS_004319,2023-04-03,1,1450,1450,Completed
ORD_000501,CUST_00478,PROD_0025,NULL,2023-06-05,1,3299,3299,Cancelled
ORD_001166,CUST_00861,PROD_0028,SESS_003131,2023-01-16,1,2499,2499,Cancelled
ORD_000233,CUST_00202,PROD_0041,SESS_003640,2023-01-03,4,799,3196,Cancelled
ORD_002347,CUST_00877,PROD_0006,SESS_003350,2023-10-02,5,799.99,4000,Processing
ORD_003456,CUST_00594,PROD_0008,SESS_001044,2023-03-25,3,699,2097,Completed
ORD_000104,CUST_00092,PROD_0025,SESS_004329,2023-02-25,2,3299,6598,Processing
ORD_001916,CUST_00942,PROD_0041,SESS_001377,2023-06-29,2,799,1598,Cancelled
ORD_001961,CUST_00838,PROD_0005,SESS_002535,2023-11-06,1,999,999,Refunded
ORD_002629,CUST_00798,PROD_0012,NULL,2023-03-17,3,1399.5,4198,Processing
ORD_001947,CUST_00794,PROD_0009,NULL,2023-07-17,4,3499,13996,Cancelled
ORD_000652,CUST_00621,PROD_0003,NULL,2023-02-03,3,1299.99,3900,Processing
ORD_000944,CUST_00471,PROD_0026,SESS_000278,2023-12-22,1,599,599,Completed
ORD_002172,CUST_00729,PROD_0024,SESS_000995,2023-10-23,1,2499.99,2500,Cancelled
ORD_000246,CUST_00480,PROD_0021,SESS_000191,2023-11-01,1,229.99,230,Cancelled
ORD_000150,CUST_00234,PROD_0019,SESS_001953,2023-11-25,2,249,498,Completed
ORD_000186,CUST_00656,PROD_0005,SESS_002014,2023-09-16,4,999,3996,Completed
ORD_002973,CUST_00549,PROD_0006,SESS_004880,2023-07-15,4,799.99,3200,Cancelled
ORD_000759,CUST_00955,PROD_0013,SESS_003860,2023-12-29,1,1599.99,1600,Processing
ORD_002555,CUST_00846,PROD_0017,SESS_001648,2023-05-03,3,398,1194,Cancelled
ORD_001664,CUST_00061,PROD_0011,SESS_000976,2023-11-10,2,1499,2998,Cancelled
ORD_000941,CUST_00581,PROD_0008,SESS_002546,2023-06-09,4,699,2796,Refunded
ORD_000425,CUST_00465,PROD_0043,SESS_003677,2023-05-08,1,2199,2199,Refunded
ORD_002266,CUST_00106,PROD_0016,NULL,2023-11-28,2,1450,2900,Cancelled
ORD_001482,CUST_00346,PROD_0022,SESS_003309,2023-02-25,1,349.99,350,Processing
ORD_001867,CUST_00980,PROD_0001,NULL,2023-11-29,2,1199,2398,Cancelled
ORD_000050,CUST_00984,PROD_0011,SESS_001959,2023-10-21,1,1499,1499,Completed
ORD_003315,CUST_00369,PROD_0007,SESS_002579,2023-02-07,5,2498,12490,Completed
ORD_000646,CUST_00533,PROD_0034,SESS_002617,2023-02-11,4,899.99,3600,Refunded
ORD_001594,CUST_00030,PROD_0032,NULL,2023-07-12,3,129,387,Cancelled
ORD_001833,CUST_00053,PROD_0006,SESS_002359,2023-05-31,2,799.99,1600,Processing
ORD_002084,CUST_00624,PROD_0008,SESS_003251,2023-02-15,5,699,3495,Completed
ORD_002522,CUST_00108,PROD_0022,NULL,2023-02-21,1,349.99,350,Cancelled
ORD_001529,CUST_00952,PROD_0017,SESS_003505,2023-02-18,5,398,1990,Cancelled
ORD_002872,CUST_00605,PROD_0029,SESS_004672,2023-01-22,5,3996.95,19985,Processing
ORD_000551,CUST_00213,PROD_0022,SESS_003839,2023-08-14,1,349.99,350,Cancelled
ORD_001477,CUST_999992,PROD_0023,SESS_003887,2023-12-31,4,1699.99,6800,Processing
ORD_003199,CUST_999994,PROD_0010,SESS_003068,2023-06-10,2,1299,2598,Cancelled
ORD_000794,CUST_00369,PROD_0014,SESS_003803,2023-06-14,3,1249,3747,Completed
ORD_001608,CUST_00035,PROD_0011,SESS_001329,2023-05-22,4,1499,5996,Cancelled
ORD_001187,CUST_00348,PROD_0020,SESS_003172,2023-02-19,5,349.95,1750,Processing
ORD_002481,CUST_00973,PROD_0003,NULL,2023-08-24,1,1299.99,1300,Processing
ORD_000018,CUST_00258,PROD_0042,SESS_004291,2023-11-27,4,749.99,3000,Cancelled
ORD_001266,CUST_00826,PROD_0025,SESS_002334,2023-10-26,2,3299,6598,Completed
ORD_001974,CUST_00534,PROD_0033,SESS_002106,2023-07-20,4,799,3196,Completed
ORD_002187,CUST_00084,PROD_0024,SESS_000789,2023-08-05,3,2499.99,7500,Completed
ORD_003079,CUST_00167,PROD_0015,SESS_004823,2023-01-20,4,2699.99,10800,Cancelled
ORD_001233,CUST_00494,PROD_0034,SESS_003369,2023-12-20,2,899.99,1800,Cancelled
ORD_000269,CUST_00213,PROD_0017,SESS_004610,2023-12-28,3,398,1194,Completed
ORD_001442,CUST_00096,PROD_0028,SESS_000196,2023-02-08,2,2499,4998,Completed
ORD_001384,CUST_00029,PROD_0011,SESS_000683,2023-12-22,3,1499,4497,Cancelled
ORD_002253,CUST_00212,PROD_0010,NULL,2023-07-29,5,1299,6495,Refunded
ORD_001286,CUST_00989,PROD_0038,SESS_004769,2023-12-28,4,499.99,2000,Cancelled
ORD_000885,CUST_999994,PROD_0002,SESS_003562,2023-10-02,4,799,3196,Cancelled
ORD_003020,CUST_00333,PROD_0014,NULL,2023-04-12,2,1249,2498,Completed
ORD_000106,CUST_00024,PROD_0028,SESS_004961,2023-03-12,1,2499,2499,Completed
ORD_000645,CUST_00014,PROD_0004,SESS_002706,2023-05-09,4,1799.99,7200,Completed
ORD_000072,CUST_00912,PROD_0036,SESS_003532,2023-09-04,2,199.99,400,Completed
ORD_002731,CUST_00643,PROD_0029,SESS_003073,2023-04-02,1,3996.95,3997,Refunded
ORD_003168,CUST_00369,PROD_0031,SESS_004250,2023-11-10,2,399.99,800,Completed
ORD_002226,CUST_00085,PROD_0020,SESS_000999,2023-01-30,3,349.95,1050,Completed
ORD_000647,CUST_00307,PROD_0010,SESS_003824,2023-03-11,1,1299,1299,Cancelled
ORD_003331,CUST_999997,PROD_0015,SESS_001742,2023-04-05,5,2699.99,13500,Refunded
ORD_002705,CUST_00007,PROD_0031,SESS_002977,2023-03-03,3,399.99,1200,Completed
ORD_002867,CUST_00399,PROD_0028,NULL,2023-10-16,4,2499,9996,Processing
ORD_003347,CUST_00245,PROD_0028,SESS_001963,2023-02-01,1,2499,2499,Processing
ORD_002452,CUST_00935,PROD_0007,SESS_002275,2023-09-27,1,2498,2498,Cancelled
ORD_002101,CUST_00092,PROD_0035,SESS_004813,2023-04-27,4,399.99,1600,Cancelled
ORD_000169,CUST_00403,PROD_0035,SESS_003843,2023-11-07,3,399.99,1200,Cancelled
ORD_000700,CUST_00356,PROD_0009,SESS_000794,2023-01-23,5,3499,17495,Completed
ORD_002387,CUST_00337,PROD_0001,SESS_001112,2023-04-30,1,1199,1199,Cancelled
ORD_000413,CUST_00975,PROD_0036,SESS_002863,2023-03-21,1,199.99,200,Refunded
ORD_001085,CUST_00270,PROD_0013,SESS_002980,2023-08-08,2,1599.99,3200,Completed
ORD_000946,CUST_00278,PROD_0005,NULL,2023-10-15,3,999,2997,Processing
ORD_000968,CUST_00997,PROD_0036,SESS_004482,2023-03-02,5,199.99,1000,Processing
ORD_002418,CUST_00200,PROD_0002,SESS_003920,2023-02-17,5,799,3995,Completed
ORD_002532,CUST_00658,PROD_0041,NULL,2023-10-17,1,799,799,Processing
ORD_002623,CUST_00444,PROD_0017,NULL,2023-08-07,2,398,796,Completed
ORD_001015,CUST_00331,PROD_0039,SESS_004711,2023-01-21,3,229,687,Processing
ORD_001674,CUST_00291,PROD_0003,SESS_000986,2023-03-04,1,1299.99,1300,Refunded
ORD_003240,CUST_00282,PROD_0007,SESS_000408,2023-02-06,3,2498,7494,Completed
ORD_002486,CUST_00532,PROD_0030,NULL,2023-10-12,4,759,3036,Completed
ORD_001627,CUST_00919,PROD_0018,SESS_000225,2023-10-24,4,429,1716,Refunded
ORD_003157,CUST_00898,PROD_0025,SESS_004696,2023-03-26,3,3299,9897,Cancelled
ORD_000896,CUST_00073,PROD_0030,SESS_002433,2023-05-07,1,759,759,Cancelled
ORD_000719,CUST_00227,PROD_0005,SESS_001491,2023-08-18,4,999,3996,Completed
ORD_002088,CUST_00411,PROD_0023,SESS_001679,2023-09-19,1,1699.99,1700,Cancelled
ORD_000773,CUST_00209,PROD_0032,SESS_003472,2023-10-14,5,129,645,Refunded
ORD_002462,CUST_00936,PROD_0007,NULL,2023-11-21,1,2498,2498,Refunded
ORD_001311,CUST_00544,PROD_0029,NULL,2023-01-14,1,3996.95,3997,Completed
ORD_000488,CUST_00748,PROD_0035,SESS_004813,2023-10-25,3,399.99,1200,Completed
ORD_001148,CUST_00807,PROD_0013,SESS_003353,2023-11-09,5,1599.99,8000,Cancelled
ORD_002493,CUST_00085,PROD_0014,SESS_002777,2023-01-02,3,1249,3747,Cancelled
ORD_001643,CUST_00374,PROD_0006,NULL,2023-11-10,4,799.99,3200,Processing
ORD_002099,CUST_00483,PROD_0036,SESS_001767,2023-08-11,5,199.99,1000,Cancelled
ORD_003273,CUST_00505,PROD_0006,SESS_000658,2023-09-20,4,799.99,3200,Completed
ORD_001971,CUST_00361,PROD_0009,NULL,2023-01-03,5,3499,17495,Cancelled
ORD_001732,CUST_00584,PROD_0033,SESS_002268,2023-12-05,1,799,799,Completed
ORD_001581,CUST_00770,PROD_0040,NULL,2023-06-18,1,199.99,200,Cancelled
ORD_001323,CUST_00692,PROD_0012,SESS_000970,2023-01-16,2,1399.5,2799,Processing
ORD_002736,CUST_00215,PROD_0005,SESS_004339,2023-06-30,2,999,1998,Processing
ORD_001077,CUST_00072,PROD_0023,SESS_004846,2023-03-08,5,1699.99,8500,Cancelled
ORD_002837,CUST_00386,PROD_0039,SESS_000431,NULL,4,229,916,Refunded
ORD_001431,CUST_00446,PROD_0008,NULL,2023-08-22,1,699,699,Processing
ORD_002192,CUST_00057,PROD_0027,SESS_004426,2023-09-09,2,2498,4996,Cancelled
ORD_003213,CUST_00423,PROD_0021,SESS_003208,2023-04-14,4,229.99,920,Refunded
ORD_000558,CUST_00330,PROD_0015,SESS_000732,2023-03-06,5,2699.99,13500,Completed
ORD_002200,CUST_00237,PROD_0043,SESS_003197,NULL,2,2199,4398,Completed
ORD_001954,CUST_00457,PROD_0016,SESS_002254,2023-11-04,2,1450,2900,Completed
ORD_002819,CUST_00786,PROD_0022,NULL,2023-07-10,5,349.99,1750,Cancelled
ORD_002494,CUST_00401,PROD_0024,SESS_000423,2023-09-26,2,2499.99,5000,Refunded
ORD_003084,CUST_00136,PROD_0007,SESS_003232,2023-10-21,2,2498,4996,Cancelled
ORD_002016,CUST_00402,PROD_0026,SESS_003338,2023-05-29,5,599,2995,Processing
ORD_000354,CUST_00307,PROD_0019,SESS_000814,2023-07-03,5,249,1245,Completed
ORD_002148,CUST_00637,PROD_0005,SESS_001397,2023-09-25,5,999,4995,Completed
ORD_001417,CUST_00857,PROD_0040,SESS_000478,2023-10-08,3,199.99,600,Cancelled
ORD_001519,CUST_00224,PROD_0041,SESS_001518,2023-04-26,3,799,2397,Completed
ORD_000484,CUST_00676,PROD_0010,SESS_002123,2023-11-10,4,1299,5196,Completed
ORD_000716,CUST_00008,PROD_0038,NULL,2023-08-01,2,499.99,1000,Refunded
ORD_001524,CUST_00575,PROD_0035,SESS_003427,2023-11-23,5,399.99,2000,Completed
ORD_001793,CUST_00998,PROD_0020,SESS_001477,2023-08-15,4,349.95,1400,Refunded
ORD_002034,CUST_00705,PROD_0030,SESS_000948,2023-08-22,5,759,3795,Cancelled
ORD_000188,CUST_00933,PROD_0011,NULL,2023-03-14,5,1499,7495,Cancelled
ORD_000811,CUST_00838,PROD_0041,SESS_002074,2023-05-01,2,799,1598,Refunded
ORD_000198,CUST_00603,PROD_0003,SESS_004657,2023-03-24,3,1299.99,3900,Cancelled
ORD_001200,CUST_00518,PROD_0001,SESS_004447,2023-09-26,5,1199,5995,Completed
ORD_003330,CUST_00590,PROD_0033,SESS_003100,2023-02-26,2,799,1598,Cancelled
ORD_001889,CUST_00691,PROD_0015,SESS_001799,2023-01-08,2,2699.99,5400,Completed
ORD_002795,CUST_00302,PROD_0009,SESS_002949,2023-07-04,1,3499,3499,Processing
ORD_001975,CUST_999994,PROD_0040,SESS_001210,2023-12-16,2,199.99,400,Cancelled
ORD_003182,CUST_00396,PROD_0031,SESS_001847,2023-06-05,4,399.99,1600,Refunded
ORD_002320,CUST_00155,PROD_0043,NULL,2023-04-27,2,2199,4398,Cancelled
ORD_002043,CUST_00304,PROD_0013,SESS_004591,2023-06-18,2,1599.99,3200,Refunded
ORD_001239,CUST_00649,PROD_0020,SESS_001453,2023-04-05,1,349.95,350,Cancelled
ORD_000454,CUST_00912,PROD_0029,SESS_001017,2023-02-27,2,3996.95,7994,Completed
ORD_000767,CUST_00066,PROD_0026,SESS_004584,2023-11-03,1,599,599,Processing
ORD_000286,CUST_00284,PROD_0031,SESS_004680,2023-12-25,4,399.99,1600,Cancelled
ORD_002005,CUST_00661,PROD_0010,SESS_001632,2023-10-16,1,1299,1299,Cancelled
ORD_000683,CUST_00676,PROD_0004,SESS_002985,2023-11-22,4,1799.99,7200,Cancelled
ORD_002564,CUST_00316,PROD_0022,SESS_004794,2023-08-28,1,349.99,350,Cancelled
ORD_001061,CUST_999999,PROD_0008,NULL,2023-08-16,1,699,699,Refunded
ORD_002764,CUST_00450,PROD_0009,SESS_001954,2023-01-16,1,3499,3499,Refunded
ORD_002216,CUST_00555,PROD_0036,SESS_002651,2023-11-09,1,199.99,200,Processing
ORD_002527,CUST_00835,PROD_0009,SESS_001915,2023-02-07,3,3499,10497,Cancelled
ORD_002309,CUST_00718,PROD_0027,NULL,2023-08-20,5,2498,12490,Cancelled
ORD_003242,CUST_00506,PROD_0004,SESS_002621,2023-02-03,3,1799.99,5400,Cancelled
ORD_002349,CUST_00414,PROD_0021,SESS_002509,2023-09-24,4,229.99,920,Cancelled
ORD_000576,CUST_00597,PROD_0036,SESS_004289,2023-05-25,4,199.99,800,Cancelled
ORD_002938,CUST_00190,PROD_0004,NULL,2023-12-28,3,1799.99,5400,Completed
ORD_001509,CUST_00152,PROD_0013,SESS_003588,2023-02-04,4,1599.99,6400,Completed
ORD_001350,CUST_00649,PROD_0029,SESS_004148,2023-04-10,2,3996.95,7994,Completed
ORD_000311,CUST_999993,PROD_0025,SESS_001987,2023-07-10,2,3299,6598,Completed
ORD_000675,CUST_00581,PROD_0009,SESS_004851,2023-10-29,3,3499,10497,Processing
ORD_001362,CUST_00462,PROD_0026,SESS_003902,2023-03-03,5,599,2995,Completed
ORD_001757,CUST_00931,PROD_0024,SESS_001997,2023-03-14,4,2499.99,10000,Processing
ORD_000430,CUST_00387,PROD_0020,SESS_001103,2023-09-14,5,349.95,1750,Cancelled
ORD_001494,CUST_00443,PROD_0043,SESS_003547,2023-03-13,1,2199,2199,Cancelled
ORD_001387,CUST_00247,PROD_0034,SESS_000259,2023-05-22,3,899.99,2700,Completed
ORD_000386,CUST_00832,PROD_0039,SESS_002040,2023-07-03,5,229,1145,Completed
ORD_003009,CUST_999991,PROD_0016,SESS_003314,2023-11-30,4,1450,5800,Completed
ORD_001091,CUST_00783,PROD_0024,NULL,2023-07-07,5,2499.99,12500,Completed
ORD_001443,CUST_00678,PROD_0022,NULL,2023-03-05,5,349.99,1750,Cancelled
ORD_002248,CUST_00428,PROD_0002,SESS_003551,2023-08-16,2,799,1598,Cancelled
ORD_001720,CUST_00043,PROD_0003,SESS_003860,2023-11-15,2,1299.99,2600,Refunded
ORD_000114,CUST_00622,PROD_0012,SESS_004831,2023-10-06,3,1399.5,4198,Cancelled
ORD_000542,CUST_00206,PROD_0034,SESS_003869,2023-12-18,5,899.99,4500,Completed
ORD_000579,CUST_00452,PROD_0028,SESS_003632,2023-02-21,1,2499,2499,Cancelled
ORD_000234,CUST_00808,PROD_0029,SESS_001857,2023-11-14,4,3996.95,15988,Completed
ORD_002778,CUST_00074,PROD_0033,SESS_004251,2023-05-19,4,799,3196,Refunded
ORD_002273,CUST_00300,PROD_0033,SESS_003224,2023-11-06,3,799,2397,Refunded
ORD_001825,CUST_00601,PROD_0018,SESS_004132,2023-06-18,1,429,429,Processing
ORD_001278,CUST_00789,PROD_0039,SESS_000567,2023-09-13,2,229,458,Completed
ORD_000812,CUST_00926,PROD_0022,SESS_002295,2023-09-12,1,349.99,350,Processing
ORD_003419,CUST_00729,PROD_0008,NULL,2023-11-04,4,699,2796,Completed
ORD_001789,CUST_999999,PROD_0017,SESS_003343,2023-08-12,4,398,1592,Processing
ORD_003341,CUST_00280,PROD_0016,SESS_000437,2023-05-22,1,1450,1450,Cancelled
ORD_002401,CUST_999995,PROD_0013,SESS_002854,2023-01-17,3,1599.99,4800,Processing
ORD_002046,CUST_00298,PROD_0019,SESS_003197,2023-10-09,4,249,996,Cancelled
ORD_003385,CUST_00039,PROD_0020,NULL,2023-11-04,1,349.95,350,Cancelled
ORD_001560,CUST_00872,PROD_0038,NULL,2023-06-05,4,499.99,2000,Processing
ORD_002927,CUST_00735,PROD_0018,SESS_002147,2023-12-08,5,429,2145,Processing
ORD_003055,CUST_00841,PROD_0024,SESS_004442,2023-09-05,5,2499.99,12500,Completed
ORD_000102,CUST_00789,PROD_0025,SESS_001219,2023-12-07,2,3299,6598,Completed
ORD_000320,CUST_00781,PROD_0033,NULL,2023-07-13,4,799,3196,Cancelled
ORD_001950,CUST_00133,PROD_0016,SESS_000688,2023-05-19,5,1450,7250,Cancelled
ORD_003100,CUST_00565,PROD_0012,SESS_003873,2023-09-24,5,1399.5,6998,Refunded
ORD_000626,CUST_00510,PROD_0040,SESS_000160,2023-06-16,1,199.99,200,Completed
ORD_000075,CUST_999993,PROD_0014,SESS_003016,2023-11-10,1,1249,1249,Completed
ORD_003207,CUST_00068,PROD_0042,SESS_003073,2023-09-13,2,749.99,1500,Completed
ORD_001373,CUST_00704,PROD_0025,SESS_004011,2023-02-19,5,3299,16495,Processing
ORD_003134,CUST_00540,PROD_0034,SESS_003335,NULL,2,899.99,1800,Refunded
ORD_000335,CUST_00398,PROD_0003,SESS_002193,2023-07-31,2,1299.99,2600,Completed
ORD_003488,CUST_00671,PROD_0023,SESS_002403,2023-08-26,3,1699.99,5100,Processing
ORD_002291,CUST_00712,PROD_0035,NULL,2023-06-23,5,399.99,2000,Completed
ORD_003212,CUST_00420,PROD_0016,NULL,2023-08-11,2,1450,2900,Cancelled
ORD_000390,CUST_00580,PROD_0003,NULL,2023-05-18,2,1299.99,2600,Cancelled
ORD_002511,CUST_00253,PROD_0012,SESS_002446,2023-10-31,4,1399.5,5598,Cancelled
ORD_000462,CUST_00733,PROD_0007,SESS_000447,2023-08-17,3,2498,7494,Cancelled
ORD_001053,CUST_00971,PROD_0002,NULL,2023-07-08,5,799,3995,Completed
ORD_001727,CUST_00599,PROD_0010,SESS_001808,2023-02-12,4,1299,5196,Completed
ORD_000100,CUST_00989,PROD_0011,SESS_001649,2023-10-11,2,1499,2998,Processing
ORD_000929,CUST_999998,PROD_0027,SESS_003458,2023-08-23,4,2498,9992,Cancelled
ORD_000362,CUST_999996,PROD_0008,SESS_003430,2023-02-22,2,699,1398,Refunded
ORD_002791,CUST_00156,PROD_0027,SESS_000346,2023-07-30,5,2498,12490,Completed
ORD_001938,CUST_00298,PROD_0002,NULL,NULL,1,799,799,Refunded
ORD_002667,CUST_00420,PROD_0017,SESS_002964,2023-12-15,4,398,1592,Processing
ORD_000032,CUST_00837,PROD_0009,SESS_001048,2023-03-01,3,3499,10497,Completed
ORD_002517,CUST_00316,PROD_0001,SESS_003976,2023-10-20,3,1199,3597,Cancelled
ORD_001036,CUST_00048,PROD_0012,NULL,2023-05-21,5,1399.5,6998,Processing
ORD_000270,CUST_00721,PROD_0041,SESS_002774,2023-03-12,5,799,3995,Refunded
ORD_000541,CUST_00050,PROD_0019,SESS_000384,2023-06-09,4,249,996,Refunded
ORD_001528,CUST_00024,PROD_0013,SESS_004040,2023-02-12,4,1599.99,6400,Processing
ORD_001651,CUST_00233,PROD_0037,SESS_004438,2023-10-25,5,499.99,2500,Cancelled
ORD_000755,CUST_00707,PROD_0029,SESS_002768,2023-06-04,4,3996.95,15988,Refunded
ORD_003101,CUST_00201,PROD_0032,SESS_003077,2023-07-08,4,129,516,Completed
ORD_002875,CUST_00167,PROD_0025,NULL,2023-11-26,3,3299,9897,Refunded
ORD_002152,CUST_00445,PROD_0005,SESS_003507,2023-01-10,4,999,3996,Refunded
ORD_002585,CUST_00610,PROD_0007,SESS_004958,2023-10-16,3,2498,7494,Completed
ORD_000910,CUST_00058,PROD_0016,SESS_003199,2023-07-26,2,1450,2900,Completed
ORD_002196,CUST_00552,PROD_0005,NULL,2023-01-05,3,999,2997,Completed
ORD_001741,CUST_00809,PROD_0028,SESS_003983,2023-08-04,3,2499,7497,Processing
ORD_002839,CUST_00849,PROD_0041,NULL,2023-06-28,1,799,799,Cancelled
ORD_003348,CUST_00107,PROD_0026,NULL,2023-08-19,1,599,599,Cancelled
ORD_002766,CUST_00648,PROD_0021,NULL,2023-06-22,1,229.99,230,Refunded
ORD_001314,CUST_00240,PROD_0022,SESS_002307,2023-12-18,5,349.99,1750,Cancelled
ORD_003260,CUST_00778,PROD_0019,SESS_000425,2023-09-01,2,249,498,Refunded
ORD_000602,CUST_00803,PROD_0021,SESS_001189,2023-01-26,1,229.99,230,Completed
ORD_001369,CUST_00060,PROD_0036,NULL,2023-02-23,3,199.99,600,Processing
ORD_000039,CUST_00267,PROD_0018,SESS_003973,2023-09-05,4,429,1716,Cancelled
ORD_002633,CUST_00227,PROD_0005,SESS_000180,2023-10-16,4,999,3996,Refunded
ORD_001045,CUST_00992,PROD_0024,SESS_000762,2023-08-13,3,2499.99,7500,Processing
ORD_002095,CUST_00995,PROD_0016,SESS_002017,2023-04-23,2,1450,2900,Cancelled
ORD_002608,CUST_00959,PROD_0022,SESS_002652,2023-06-01,3,349.99,1050,Completed
ORD_002425,CUST_00934,PROD_0015,NULL,2023-05-29,5,2699.99,13500,Refunded
ORD_002834,CUST_00348,PROD_0004,SESS_002153,2023-08-04,5,1799.99,9000,Completed
ORD_000292,CUST_00191,PROD_0020,SESS_003406,2023-05-20,1,349.95,350,Processing
ORD_003249,CUST_00316,PROD_0007,SESS_004963,2023-06-09,2,2498,4996,Cancelled
ORD_003496,CUST_00779,PROD_0011,SESS_003423,2023-01-26,4,1499,5996,Processing
ORD_002604,CUST_00900,PROD_0042,SESS_004037,2023-07-16,3,749.99,2250,Cancelled
ORD_001133,CUST_00290,PROD_0011,SESS_000134,2023-04-19,5,1499,7495,Cancelled
ORD_000619,CUST_00084,PROD_0009,SESS_001364,2023-08-14,3,3499,10497,Processing
ORD_001616,CUST_00395,PROD_0032,NULL,2023-03-14,2,129,258,Processing
ORD_000595,CUST_00527,PROD_0010,SESS_001678,2023-06-13,2,1299,2598,Processing
ORD_002427,CUST_00114,PROD_0030,SESS_003381,NULL,2,759,1518,Completed
ORD_003314,CUST_00871,PROD_0030,SESS_004706,2023-10-12,1,759,759,Completed
ORD_002133,CUST_999994,PROD_0023,SESS_003915,2023-05-18,5,1699.99,8500,Cancelled
ORD_001558,CUST_00490,PROD_0017,SESS_003999,2023-11-06,3,398,1194,Cancelled
ORD_002521,CUST_00727,PROD_0016,SESS_001920,2023-01-17,2,1450,2900,Cancelled
ORD_002114,CUST_00224,PROD_0015,SESS_000103,2023-05-02,5,2699.99,13500,Cancelled
ORD_002111,CUST_999997,PROD_0006,SESS_000102,2023-12-19,3,799.99,2400,Cancelled
ORD_002311,CUST_00140,PROD_0005,SESS_004156,2023-08-20,2,999,1998,Cancelled
ORD_003210,CUST_00582,PROD_0014,SESS_003448,2023-02-25,5,1249,6245,Cancelled
ORD_002317,CUST_00611,PROD_0040,SESS_004049,2023-06-06,1,199.99,200,Cancelled
ORD_001001,CUST_00645,PROD_0032,SESS_001352,2023-10-31,1,129,129,Cancelled
ORD_001196,CUST_00380,PROD_0041,SESS_001244,2023-02-09,5,799,3995,Completed
ORD_000176,CUST_00165,PROD_0006,SESS_003625,2023-09-16,5,799.99,4000,Processing
ORD_000161,CUST_00938,PROD_0015,NULL,2023-03-28,4,2699.99,10800,Completed
ORD_000007,CUST_00560,PROD_0033,SESS_001860,2023-06-19,5,799,3995,Completed
ORD_002880,CUST_00573,PROD_0039,SESS_001309,2023-04-18,4,229,916,Completed
ORD_001337,CUST_00209,PROD_0008,SESS_002483,2023-01-27,3,699,2097,Completed
ORD_002583,CUST_00339,PROD_0011,SESS_001002,2023-06-24,2,1499,2998,Cancelled
ORD_002569,CUST_00377,PROD_0005,SESS_000292,2023-06-28,2,999,1998,Completed
ORD_001525,CUST_00082,PROD_0003,SESS_000168,2023-02-14,1,1299.99,1300,Refunded
