session_id,customer_id,campaign_id,visit_date,device_type,duration_sec,bounced
SESS_000813,CUST_00433,CAMP_10,2023-12-25,Mobile,20,TRUE
SESS_000814,CUST_00499,CAMP_06,2023-03-17,Desktop,292,TRUE
SESS_000815,CUST_00739,NULL,2023-01-20,Desktop,743,TRUE
SESS_000816,CUST_00108,NULL,2023-09-14,Mobile,437,FALSE
SESS_000817,CUST_00281,CAMP_09,2023-10-30,Desktop,407,TRUE
SESS_000818,CUST_00737,CAMP_05,2023-10-03,Mobile,0,TRUE
SESS_000819,CUST_00811,NULL,2023-08-02,Mobile,1176,TRUE
SESS_000820,NULL,NULL,2023-11-30,Desktop,474,FALSE
SESS_000821,NULL,CAMP_01,2023-04-24,Mobile,494,TRUE
SESS_000822,CUST_00281,CAMP_09,2023-08-02,Desktop,1032,FALSE
SESS_000823,CUST_00788,CAMP_01,2023-09-12,Desktop,442,TRUE
SESS_000824,CUST_00948,CAMP_09,2023-06-18,Mobile,0,FALSE
SESS_000825,NULL,CAMP_08,2023-01-11,Desktop,270,FALSE
SESS_000826,CUST_00688,NULL,2023-03-24,Mobile,422,TRUE
SESS_000827,CUST_00556,CAMP_02,2023-02-09,Mobile,0,FALSE
SESS_000828,NULL,CAMP_05,2023-04-02,Desktop,929,TRUE
SESS_000829,CUST_00126,NULL,2023-11-11,Tablet,175,FALSE
SESS_000830,CUST_00194,CAMP_05,2023-01-10,Desktop,181,TRUE
SESS_000831,NULL,CAMP_09,2023-04-10,Mobile,724,FALSE
SESS_000832,NULL,CAMP_07,2023-04-19,Mobile,394,TRUE
SESS_000833,CUST_00069,CAMP_04,2023-12-03,Mobile,1146,FALSE
SESS_000834,CUST_00922,NULL,2023-08-20,Mobile,0,FALSE
SESS_000835,CUST_00665,NULL,2023-01-04,Tablet,954,TRUE
SESS_000836,CUST_00785,NULL,2023-03-11,Mobile,1017,TRUE
SESS_000837,NULL,CAMP_06,2023-05-06,Tablet,1104,TRUE
SESS_000838,NULL,NULL,2023-03-12,Tablet,533,TRUE
SESS_000839,CUST_00422,CAMP_09,2023-07-06,Desktop,1025,TRUE
SESS_000840,NULL,NULL,2023-04-05,Tablet,195,TRUE
SESS_000841,CUST_00103,NULL,2023-02-18,Tablet,688,TRUE
SESS_000842,NULL,CAMP_04,2023-01-26,Tablet,642,TRUE
SESS_000843,CUST_00082,CAMP_09,2023-10-23,Tablet,1123,TRUE
SESS_000844,NULL,NULL,2023-01-21,Tablet,865,FALSE
SESS_000845,NULL,NULL,2023-10-29,Desktop,0,TRUE
SESS_000846,CUST_00110,NULL,2023-10-30,Desktop,512,FALSE
SESS_000847,CUST_00718,CAMP_01,2023-08-29,Mobile,264,FALSE
SESS_000848,CUST_00418,NULL,2023-09-25,Tablet,1186,FALSE
SESS_000849,CUST_00244,NULL,2023-04-19,Desktop,800,TRUE
SESS_000850,NULL,CAMP_07,2023-10-24,Tablet,556,TRUE
SESS_000851,CUST_00262,CAMP_08,2023-01-01,Desktop,835,FALSE
SESS_000852,NULL,NULL,2023-11-25,Desktop,250,FALSE
SESS_000853,NULL,CAMP_01,2023-02-06,Tablet,813,TRUE
SESS_000854,CUST_00668,NULL,2023-02-26,Tablet,33,FALSE
SESS_000855,NULL,CAMP_02,2023-07-08,Tablet,846,TRUE
SESS_000856,CUST_00207,CAMP_03,2023-04-16,Mobile,728,FALSE
SESS_000857,NULL,NULL,2023-05-21,Mobile,105,FALSE
SESS_000858,NULL,CAMP_01,2023-08-23,Desktop,597,TRUE
SESS_000859,NULL,NULL,2023-08-07,Desktop,974,TRUE
SESS_000860,CUST_00311,CAMP_08,2023-04-13,Tablet,569,TRUE
SESS_000861,NULL,NULL,2023-03-10,Desktop,485,TRUE
SESS_000862,CUST_00957,NULL,2023-05-18,Tablet,764,TRUE
SESS_000863,CUST_00529,CAMP_07,2023-01-11,Desktop,1166,TRUE
SESS_000864,NULL,NULL,2023-12-09,Desktop,1181,FALSE
SESS_000865,CUST_00542,NULL,2023-01-11,Tablet,1139,FALSE
SESS_000866,NULL,NULL,2023-06-06,Tablet,875,TRUE
SESS_000867,NULL,NULL,2023-11-05,Desktop,1160,TRUE
SESS_000868,NULL,NULL,2023-01-24,Tablet,735,TRUE
SESS_000869,CUST_00442,CAMP_01,2023-12-20,Desktop,216,FALSE
SESS_000870,CUST_00210,NULL,2023-10-01,Tablet,153,TRUE
SESS_000871,CUST_00139,NULL,2023-04-20,Mobile,764,TRUE
SESS_000872,CUST_00288,CAMP_08,2023-04-18,Desktop,702,TRUE
SESS_000873,CUST_00811,CAMP_04,2023-01-23,Mobile,572,FALSE
SESS_000874,CUST_00949,CAMP_04,2023-07-30,Tablet,209,TRUE
SESS_000875,NULL,NULL,2023-06-28,Tablet,931,FALSE
SESS_000876,NULL,CAMP_01,2023-12-08,Tablet,399,FALSE
SESS_000877,NULL,NULL,2023-04-18,Mobile,276,FALSE
SESS_000878,NULL,NULL,2023-03-02,Tablet,423,TRUE
SESS_000879,CUST_00443,NULL,2023-02-02,Mobile,975,TRUE
SESS_000880,CUST_00701,CAMP_07,2023-02-25,Desktop,327,TRUE
SESS_000881,CUST_00717,CAMP_05,2024-01-01,Desktop,1141,TRUE
SESS_000882,CUST_00940,CAMP_06,2023-08-20,Mobile,1096,FALSE
SESS_000883,CUST_00626,CAMP_08,2023-05-23,Tablet,537,TRUE
SESS_000884,NULL,NULL,2023-10-02,Mobile,191,FALSE
SESS_000885,NULL,NULL,2023-12-25,Desktop,236,FALSE
SESS_000886,CUST_00756,CAMP_01,2023-09-23,Mobile,1108,FALSE
SESS_000887,CUST_00521,CAMP_09,2023-02-07,Mobile,1108,TRUE
SESS_000888,NULL,NULL,2023-10-09,Mobile,370,FALSE
SESS_000889,NULL,CAMP_02,2023-09-23,Mobile,910,TRUE
SESS_000890,NULL,CAMP_08,2023-03-26,Tablet,570,TRUE
SESS_000891,CUST_00799,NULL,2023-12-07,Tablet,54,TRUE
SESS_000892,CUST_00776,CAMP_10,2023-02-11,Desktop,394,FALSE
SESS_000893,CUST_00552,CAMP_01,2023-11-19,Tablet,57,TRUE
SESS_000894,CUST_00118,CAMP_09,2023-11-27,Tablet,603,FALSE
SESS_000895,CUST_00591,CAMP_05,2023-09-09,Desktop,161,TRUE
SESS_000896,CUST_00808,NULL,2023-07-14,Mobile,87,TRUE
SESS_000897,CUST_00003,CAMP_04,2023-07-13,Tablet,704,TRUE
SESS_000898,CUST_00415,NULL,2023-03-04,Mobile,850,FALSE
SESS_000899,CUST_00379,CAMP_06,2023-06-08,Mobile,0,FALSE
SESS_000900,NULL,NULL,2023-07-28,Mobile,497,TRUE
SESS_000901,CUST_00364,CAMP_01,2023-11-16,Tablet,1081,TRUE
SESS_000902,CUST_00951,NULL,2023-07-20,Tablet,1087,TRUE
SESS_000903,CUST_00268,CAMP_05,2023-11-26,Mobile,1126,FALSE
SESS_000904,CUST_00388,CAMP_04,2023-09-28,Tablet,136,FALSE
SESS_000905,NULL,CAMP_10,2023-12-14,Tablet,354,FALSE
SESS_000906,CUST_00418,NULL,2023-01-11,Mobile,864,FALSE
SESS_000907,CUST_00542,NULL,2023-02-23,Tablet,520,FALSE
SESS_000908,NULL,CAMP_07,2023-03-22,Tablet,770,TRUE
SESS_000909,NULL,CAMP_06,2023-06-24,Desktop,387,FALSE
SESS_000910,NULL,NULL,2023-07-13,Tablet,847,TRUE
SESS_000911,CUST_00835,CAMP_01,2023-04-26,Tablet,228,TRUE
SESS_000912,CUST_00851,CAMP_06,2023-03-10,Mobile,131,TRUE
SESS_000913,CUST_00059,CAMP_05,2023-05-03,Mobile,447,TRUE
SESS_000914,NULL,CAMP_10,2023-06-11,Tablet,255,FALSE
SESS_000915,CUST_00093,NULL,2023-11-04,Mobile,1082,TRUE
SESS_000916,CUST_00622,CAMP_04,2023-10-31,Desktop,410,FALSE
SESS_000917,CUST_00232,NULL,2023-07-28,Desktop,162,TRUE
SESS_000918,CUST_00509,CAMP_06,2023-07-19,Desktop,950,TRUE
SESS_000919,CUST_00538,CAMP_01,2023-04-05,Mobile,0,TRUE
SESS_000920,CUST_00425,NULL,2023-03-07,Desktop,1077,FALSE
SESS_000921,CUST_00653,CAMP_05,2023-05-26,Desktop,250,TRUE
SESS_000922,CUST_00697,NULL,2023-07-08,Desktop,713,TRUE
SESS_000923,CUST_00828,NULL,2023-09-27,Tablet,1182,FALSE
SESS_000924,NULL,CAMP_06,2023-01-14,Desktop,290,FALSE
SESS_000925,CUST_00162,CAMP_10,2023-11-05,Desktop,307,TRUE
SESS_000926,CUST_00079,NULL,2023-01-19,Tablet,607,FALSE
SESS_000927,NULL,NULL,2023-01-11,Tablet,491,FALSE
SESS_000928,CUST_00762,NULL,2023-12-22,Desktop,243,TRUE
SESS_000929,CUST_00967,NULL,2023-01-29,Desktop,421,TRUE
SESS_000930,NULL,CAMP_01,2023-07-17,Mobile,938,FALSE
SESS_000931,NULL,NULL,2023-04-22,Tablet,702,TRUE
SESS_000932,CUST_00447,CAMP_08,2023-11-17,Mobile,874,FALSE
SESS_000933,CUST_00538,CAMP_05,2023-01-21,Desktop,500,TRUE
SESS_000934,CUST_00799,NULL,2023-06-02,Mobile,981,FALSE
SESS_000935,CUST_00140,NULL,2023-04-19,Mobile,771,TRUE
SESS_000936,CUST_00463,CAMP_01,2023-11-07,Desktop,1044,FALSE
SESS_000937,NULL,NULL,2023-10-21,Mobile,37,TRUE
SESS_000938,CUST_00170,NULL,2023-11-03,Tablet,1178,TRUE
SESS_000939,CUST_00385,CAMP_05,2023-10-10,Tablet,939,FALSE
SESS_000940,CUST_00375,CAMP_10,2023-05-08,Mobile,681,TRUE
SESS_000941,CUST_00584,CAMP_04,2023-03-31,Mobile,226,FALSE
SESS_000942,NULL,NULL,2023-08-09,Mobile,1159,FALSE
SESS_000943,CUST_00024,CAMP_08,2023-03-21,Mobile,246,TRUE
SESS_000944,CUST_00179,CAMP_05,2023-10-15,Tablet,472,FALSE
SESS_000945,CUST_00930,NULL,2023-05-05,Desktop,288,TRUE
SESS_000946,CUST_00292,CAMP_06,2023-07-28,Tablet,246,TRUE
SESS_000947,CUST_00350,NULL,2023-03-17,Mobile,739,FALSE
SESS_000948,NULL,CAMP_07,2023-10-21,Mobile,710,FALSE
SESS_000949,NULL,NULL,2023-08-07,Desktop,303,TRUE
SESS_000950,CUST_00946,CAMP_05,2023-04-09,Tablet,821,TRUE
SESS_000951,CUST_00279,CAMP_01,2023-01-16,Mobile,0,FALSE
SESS_000952,CUST_00445,CAMP_07,2023-02-02,Desktop,244,TRUE
SESS_000953,NULL,NULL,2023-04-09,Desktop,690,TRUE
SESS_000954,NULL,NULL,2023-09-28,Desktop,576,TRUE
SESS_000955,CUST_00330,NULL,2023-07-28,Mobile,1073,FALSE
SESS_000956,CUST_00643,NULL,2023-07-08,Mobile,578,FALSE
SESS_000957,CUST_00289,NULL,2023-01-30,Tablet,924,FALSE
SESS_000958,CUST_00611,NULL,2023-01-10,Desktop,193,FALSE
SESS_000959,CUST_00945,NULL,2023-01-25,Mobile,1162,TRUE
SESS_000960,NULL,CAMP_09,2023-05-15,Desktop,404,TRUE
SESS_000961,CUST_00978,CAMP_06,2023-03-29,Mobile,711,FALSE
SESS_000962,CUST_00082,NULL,2023-04-15,Mobile,213,FALSE
SESS_000963,NULL,CAMP_04,2023-09-20,Tablet,655,TRUE
SESS_000964,CUST_00386,NULL,2023-04-22,Mobile,157,TRUE
SESS_000965,NULL,NULL,2023-03-28,Desktop,666,TRUE
SESS_000966,CUST_00997,CAMP_07,2023-05-22,Tablet,113,TRUE
SESS_000967,CUST_00408,NULL,2023-02-25,Mobile,953,TRUE
SESS_000968,NULL,NULL,2023-01-08,Mobile,193,TRUE
SESS_000969,CUST_00187,NULL,2023-04-10,Tablet,1068,TRUE
SESS_000970,CUST_00753,CAMP_10,2023-08-13,Mobile,877,TRUE
SESS_000971,NULL,NULL,2023-09-21,Mobile,1118,TRUE
SESS_000972,CUST_00587,CAMP_01,2023-09-10,Tablet,1120,FALSE
SESS_000973,CUST_00122,NULL,2023-12-25,Desktop,829,FALSE
SESS_000974,CUST_00827,NULL,2023-01-08,Tablet,9,FALSE
SESS_000975,CUST_00185,NULL,2023-06-28,Tablet,331,FALSE
SESS_000976,CUST_00796,NULL,2023-08-18,Desktop,547,TRUE
SESS_000977,CUST_00789,CAMP_02,2023-10-20,Mobile,675,TRUE
SESS_000978,CUST_00571,CAMP_05,2023-05-01,Mobile,1114,TRUE
SESS_000979,CUST_00130,CAMP_01,2023-06-19,Desktop,475,FALSE
SESS_000980,CUST_00709,NULL,2023-05-30,Tablet,271,FALSE
SESS_000981,CUST_00567,CAMP_02,2023-05-26,Tablet,930,TRUE
SESS_000982,CUST_00452,NULL,2023-04-02,Mobile,1119,FALSE
SESS_000983,CUST_00996,CAMP_01,2023-11-12,Mobile,567,TRUE
SESS_000984,NULL,CAMP_08,2023-09-11,Desktop,1094,TRUE
SESS_000985,CUST_00447,CAMP_03,2023-03-08,Tablet,1062,FALSE
SESS_000986,NULL,CAMP_06,2023-12-15,Desktop,6,FALSE
SESS_000987,CUST_00378,NULL,2023-05-18,Desktop,743,FALSE
SESS_000988,CUST_00703,NULL,2023-01-20,Desktop,260,FALSE
SESS_000989,CUST_00351,CAMP_05,2023-05-09,Mobile,1077,FALSE
SESS_000990,NULL,CAMP_10,2023-05-31,Mobile,510,TRUE
SESS_000991,CUST_00868,NULL,2023-07-20,Mobile,403,TRUE
SESS_000992,CUST_00349,NULL,2023-05-14,Desktop,676,FALSE
SESS_000993,CUST_00495,NULL,2023-06-25,Mobile,348,TRUE
SESS_000994,NULL,CAMP_06,2023-09-29,Desktop,762,TRUE
SESS_000995,NULL,CAMP_06,2023-07-07,Desktop,1007,TRUE
SESS_000996,CUST_00625,NULL,2023-09-07,Tablet,593,FALSE
SESS_000997,CUST_00639,NULL,2023-12-12,Desktop,1186,FALSE
SESS_000998,CUST_00169,NULL,2023-09-25,Tablet,688,TRUE
SESS_000999,NULL,NULL,2023-07-21,Tablet,185,TRUE
SESS_001000,CUST_00208,NULL,2023-03-30,Tablet,444,TRUE
SESS_001001,NULL,CAMP_08,2023-06-12,Desktop,37,FALSE
SESS_001002,CUST_00659,CAMP_05,2023-02-14,Desktop,729,TRUE
SESS_001003,CUST_00125,CAMP_09,2023-08-31,Desktop,128,FALSE
SESS_001004,NULL,NULL,2023-05-01,Desktop,1083,FALSE
SESS_001005,NULL,NULL,2023-06-19,Desktop,881,TRUE
SESS_001006,CUST_00812,CAMP_09,2023-08-15,Tablet,616,FALSE
SESS_001007,CUST_00346,CAMP_05,2023-10-05,Tablet,700,TRUE
SESS_001008,CUST_00325,CAMP_10,2023-05-28,Mobile,1033,TRUE
SESS_001009,CUST_00832,CAMP_06,2023-01-14,Mobile,0,TRUE
SESS_001010,CUST_00236,CAMP_04,2023-02-07,Mobile,273,TRUE
SESS_001011,CUST_00890,NULL,2023-04-17,Desktop,0,FALSE
SESS_001012,CUST_00436,CAMP_03,2023-12-16,Desktop,586,TRUE
SESS_001013,CUST_00396,CAMP_08,2023-03-15,Mobile,459,FALSE
SESS_001014,CUST_00300,CAMP_03,2023-01-04,Mobile,755,FALSE
SESS_001015,NULL,NULL,2023-04-18,Desktop,1081,FALSE
SESS_001016,CUST_00836,NULL,2023-03-10,Mobile,133,FALSE
SESS_001017,NULL,NULL,2023-02-17,Desktop,777,TRUE
SESS_001018,NULL,NULL,2023-03-23,Mobile,0,FALSE
SESS_001019,CUST_00414,CAMP_02,2023-12-07,Mobile,367,FALSE
SESS_001020,CUST_00267,CAMP_06,2023-10-15,Tablet,549,TRUE
SESS_001021,CUST_00334,NULL,2023-02-16,Desktop,933,FALSE
SESS_001022,CUST_00402,NULL,2023-04-04,Tablet,905,FALSE
SESS_001023,NULL,CAMP_04,2023-08-15,Tablet,449,FALSE
SESS_001024,CUST_00949,NULL,2023-04-04,Mobile,322,TRUE
SESS_001025,NULL,NULL,2023-03-29,Desktop,879,TRUE
SESS_001026,NULL,NULL,2023-10-11,Desktop,299,FALSE
SESS_001027,CUST_00988,NULL,2023-10-23,Desktop,421,TRUE
SESS_001028,CUST_00501,CAMP_08,2023-09-10,Mobile,335,TRUE
SESS_001029,CUST_00268,CAMP_10,2023-09-13,Desktop,243,TRUE
SESS_001030,CUST_00192,CAMP_08,2023-02-05,Mobile,118,TRUE
SESS_001031,CUST_00540,CAMP_02,2023-04-20,Mobile,674,TRUE
SESS_001032,NULL,NULL,2023-12-12,Desktop,280,FALSE
SESS_001033,CUST_00562,NULL,2023-01-20,Desktop,548,FALSE
SESS_001034,CUST_00532,CAMP_10,2023-08-13,Tablet,436,TRUE
SESS_001035,CUST_00366,NULL,2023-11-23,Desktop,812,TRUE
SESS_001036,NULL,NULL,2023-06-04,Mobile,799,TRUE
SESS_001037,CUST_00472,NULL,2023-03-25,Mobile,1173,TRUE
SESS_001038,CUST_00659,CAMP_10,2023-06-28,Tablet,54,TRUE
SESS_001039,CUST_00753,CAMP_01,2023-11-10,Mobile,15,TRUE
SESS_001040,NULL,CAMP_02,2023-11-08,Desktop,302,FALSE
SESS_001041,NULL,NULL,2023-03-02,Tablet,947,FALSE
SESS_001042,NULL,CAMP_02,2023-03-01,Desktop,788,FALSE
SESS_001043,NULL,CAMP_01,2023-08-17,Mobile,707,FALSE
SESS_001044,CUST_00203,CAMP_04,2023-01-19,Tablet,1176,FALSE
SESS_001045,CUST_00677,NULL,2023-11-30,Tablet,622,TRUE
SESS_001046,NULL,NULL,2023-01-12,Desktop,813,TRUE
SESS_001047,CUST_00591,CAMP_03,2023-03-18,Desktop,0,TRUE
SESS_001048,NULL,CAMP_06,2023-07-14,Desktop,7,FALSE
SESS_001049,CUST_00354,NULL,2023-12-22,Desktop,1021,FALSE
SESS_001050,CUST_00122,NULL,2023-04-08,Mobile,740,FALSE
SESS_001051,CUST_00947,NULL,2023-01-14,Tablet,158,TRUE
SESS_001052,NULL,NULL,2023-01-28,Mobile,257,FALSE
SESS_001053,CUST_00285,NULL,2023-11-03,Desktop,130,TRUE
SESS_001054,CUST_00883,CAMP_07,2023-04-27,Mobile,264,TRUE
SESS_001055,CUST_00268,CAMP_03,2023-12-17,Tablet,20,TRUE
SESS_001056,NULL,NULL,2023-01-09,Desktop,748,FALSE
SESS_001057,CUST_00787,CAMP_06,2023-08-05,Tablet,137,TRUE
SESS_001058,CUST_00436,CAMP_04,2023-05-09,Mobile,222,FALSE
SESS_001059,CUST_00114,NULL,2023-01-31,Desktop,1058,FALSE
SESS_001060,CUST_00568,NULL,2023-08-19,Mobile,570,FALSE
SESS_001061,CUST_00044,CAMP_09,2023-02-19,Tablet,755,TRUE
SESS_001062,CUST_00111,CAMP_01,2023-08-26,Desktop,405,TRUE
SESS_001063,NULL,NULL,2023-04-28,Tablet,168,TRUE
SESS_001064,CUST_00544,CAMP_08,2023-06-03,Mobile,825,TRUE
SESS_001065,NULL,NULL,2023-06-28,Desktop,1086,FALSE
SESS_001066,CUST_00260,NULL,2023-04-15,Desktop,669,FALSE
SESS_001067,CUST_00823,CAMP_04,2023-11-07,Mobile,325,FALSE
SESS_001068,CUST_00859,NULL,2023-07-21,Mobile,309,TRUE
SESS_001069,NULL,NULL,2023-09-01,Desktop,70,FALSE
SESS_001070,CUST_00319,CAMP_10,2023-01-13,Desktop,243,FALSE
SESS_001071,CUST_00936,NULL,2023-01-11,Tablet,542,TRUE
SESS_001072,NULL,CAMP_05,2023-10-21,Desktop,650,TRUE
SESS_001073,CUST_00177,NULL,2023-11-09,Desktop,1032,FALSE
SESS_001074,CUST_00842,NULL,2023-07-22,Desktop,1088,FALSE
SESS_001075,NULL,NULL,2023-08-13,Tablet,251,TRUE
SESS_001076,CUST_00105,NULL,2023-07-15,Desktop,309,TRUE
SESS_001077,CUST_00585,NULL,2023-04-30,Mobile,665,FALSE
SESS_001078,CUST_00686,CAMP_05,2023-10-26,Desktop,238,TRUE
SESS_001079,NULL,CAMP_05,2023-03-26,Mobile,290,TRUE
SESS_001080,CUST_00926,CAMP_03,2023-02-24,Desktop,846,FALSE
SESS_001081,CUST_00646,CAMP_05,2023-02-18,Desktop,176,TRUE
SESS_001082,CUST_00610,CAMP_10,2023-08-18,Mobile,234,TRUE
SESS_001083,CUST_00551,CAMP_10,2023-05-29,Tablet,1045,TRUE
SESS_001084,CUST_00951,NULL,2023-05-14,Tablet,1100,FALSE
SESS_001085,CUST_00905,NULL,2023-09-20,Tablet,482,TRUE
SESS_001086,CUST_00955,NULL,2023-03-30,Desktop,0,FALSE
SESS_001087,CUST_00683,NULL,2023-04-03,Mobile,783,FALSE
SESS_001088,NULL,CAMP_02,2023-03-22,Desktop,1028,FALSE
SESS_001089,CUST_00434,CAMP_09,2023-03-19,Mobile,808,FALSE
SESS_001090,CUST_00052,NULL,2023-10-29,Tablet,474,TRUE
SESS_001091,CUST_00434,NULL,2023-08-07,Desktop,1017,FALSE
SESS_001092,CUST_00691,CAMP_09,2023-10-13,Mobile,687,FALSE
SESS_001093,CUST_00880,CAMP_07,2023-04-04,Tablet,97,FALSE
SESS_001094,CUST_00856,CAMP_07,2023-10-07,Mobile,547,TRUE
SESS_001095,CUST_00320,NULL,2023-08-16,Desktop,318,FALSE
SESS_001096,NULL,CAMP_10,2023-05-05,Tablet,837,TRUE
SESS_001097,CUST_00588,CAMP_04,2023-05-17,Desktop,824,TRUE
SESS_001098,NULL,NULL,2023-05-13,Mobile,987,TRUE
SESS_001099,CUST_00590,NULL,2023-01-12,Desktop,134,TRUE
SESS_001100,CUST_00775,CAMP_04,2023-07-03,Tablet,339,FALSE
SESS_001101,CUST_00239,NULL,2023-07-28,Desktop,704,TRUE
SESS_001102,CUST_00524,NULL,2023-06-20,Tablet,49,TRUE
SESS_001103,CUST_00508,NULL,2023-03-05,Desktop,204,FALSE
SESS_001104,CUST_00281,NULL,2023-10-18,Mobile,828,FALSE
SESS_001105,CUST_00934,CAMP_02,2023-09-22,Mobile,534,TRUE
SESS_001106,CUST_00560,CAMP_01,2023-07-25,Mobile,1133,FALSE
SESS_001107,NULL,CAMP_02,2023-04-26,Tablet,383,TRUE
SESS_001108,CUST_00632,CAMP_10,2023-05-08,Tablet,1196,FALSE
SESS_001109,CUST_00519,NULL,2023-06-09,Tablet,189,TRUE
SESS_001110,CUST_00051,NULL,2023-11-11,Mobile,374,FALSE
SESS_001111,CUST_00253,CAMP_07,2023-12-22,Desktop,724,FALSE
SESS_001112,CUST_00064,NULL,2023-11-02,Desktop,1142,TRUE
SESS_001113,NULL,CAMP_03,2023-02-21,Desktop,1191,TRUE
SESS_001114,CUST_00008,NULL,2023-11-01,Tablet,1177,TRUE
SESS_001115,CUST_00257,NULL,2023-05-31,Mobile,773,FALSE
SESS_001116,CUST_00629,NULL,2023-09-12,Mobile,107,FALSE
SESS_001117,NULL,CAMP_05,2023-06-11,Mobile,750,TRUE
SESS_001118,CUST_00585,NULL,2023-06-07,Tablet,457,TRUE
SESS_001119,NULL,NULL,2023-07-09,Tablet,833,FALSE
SESS_001120,NULL,NULL,2023-12-25,Tablet,115,TRUE
SESS_001121,CUST_00235,CAMP_01,2023-12-22,Tablet,876,FALSE
SESS_001122,NULL,NULL,2023-08-20,Mobile,984,FALSE
SESS_001123,NULL,NULL,2023-02-04,Mobile,61,FALSE
SESS_001124,CUST_00095,NULL,2023-09-15,Tablet,1097,TRUE
SESS_001125,NULL,CAMP_09,2023-01-08,Desktop,976,FALSE
SESS_001126,CUST_00573,NULL,2023-02-10,Mobile,1188,FALSE
SESS_001127,CUST_00919,NULL,2023-05-20,Mobile,281,TRUE
SESS_001128,CUST_00654,CAMP_02,2023-03-17,Tablet,232,TRUE
SESS_001129,NULL,CAMP_08,2023-06-25,Mobile,885,FALSE
SESS_001130,CUST_00546,NULL,2023-10-11,Tablet,350,TRUE
SESS_001131,NULL,NULL,2023-12-10,Desktop,481,TRUE
SESS_001132,CUST_00973,NULL,2023-01-17,Tablet,884,TRUE
SESS_001133,CUST_00347,CAMP_04,2023-02-09,Desktop,291,FALSE
SESS_001134,CUST_00293,CAMP_10,2023-09-09,Tablet,178,FALSE
SESS_001135,CUST_00249,CAMP_03,2023-09-08,Mobile,67,TRUE
SESS_001136,CUST_00174,CAMP_08,2023-07-01,Tablet,30,TRUE
SESS_001137,CUST_00397,CAMP_01,2023-05-11,Tablet,403,FALSE
SESS_001138,CUST_00559,CAMP_03,2023-05-17,Desktop,474,TRUE
SESS_001139,NULL,CAMP_02,2023-09-21,Desktop,816,TRUE
SESS_001140,CUST_00863,NULL,2023-03-30,Tablet,525,TRUE
SESS_001141,NULL,NULL,2023-09-30,Mobile,1100,FALSE
SESS_001142,CUST_00223,NULL,2023-10-10,Desktop,36,FALSE
SESS_001143,CUST_00247,CAMP_02,2023-03-17,Desktop,939,TRUE
SESS_001144,CUST_00753,NULL,2023-11-15,Desktop,1191,TRUE
SESS_001145,CUST_00907,CAMP_10,2023-02-01,Tablet,649,FALSE
SESS_001146,NULL,CAMP_03,2023-05-10,Mobile,481,FALSE
SESS_001147,CUST_00554,CAMP_07,2023-12-30,Tablet,363,TRUE
SESS_001148,CUST_00607,NULL,2023-09-24,Mobile,492,TRUE
SESS_001149,CUST_00676,CAMP_01,2023-07-20,Mobile,1165,TRUE
SESS_001150,CUST_00729,CAMP_04,2023-03-27,Mobile,253,FALSE
SESS_001151,NULL,CAMP_01,2023-02-02,Tablet,1074,TRUE
SESS_001152,NULL,NULL,2023-11-20,Desktop,1148,FALSE
SESS_001153,CUST_00012,CAMP_05,2023-04-07,Tablet,790,FALSE
SESS_001154,NULL,CAMP_06,2023-11-29,Mobile,179,FALSE
SESS_001155,NULL,CAMP_09,2023-11-25,Mobile,404,TRUE
SESS_001156,CUST_00693,CAMP_01,2023-01-02,Mobile,39,FALSE
SESS_001157,NULL,CAMP_05,2023-06-18,Tablet,781,TRUE
SESS_001158,CUST_00048,NULL,2023-12-09,Mobile,869,FALSE
SESS_001159,CUST_00380,NULL,2023-02-14,Tablet,189,FALSE
SESS_001160,CUST_00002,CAMP_09,2023-06-15,Desktop,821,TRUE
SESS_001161,NULL,CAMP_01,2023-09-25,Desktop,35,FALSE
SESS_001162,CUST_00562,NULL,2023-10-11,Mobile,778,TRUE
SESS_001163,CUST_00398,CAMP_01,2023-09-28,Mobile,1110,FALSE
SESS_001164,CUST_00484,CAMP_08,2023-11-11,Desktop,750,FALSE
SESS_001165,NULL,NULL,2023-02-09,Desktop,0,TRUE
SESS_001166,NULL,NULL,2023-02-14,Mobile,888,TRUE
SESS_001167,CUST_00987,CAMP_10,2023-10-14,Mobile,312,TRUE
SESS_001168,CUST_00006,CAMP_10,2023-07-08,Mobile,154,TRUE
SESS_001169,CUST_00981,NULL,2023-09-07,Mobile,600,FALSE
SESS_001170,CUST_00395,CAMP_02,2023-02-19,Desktop,1134,FALSE
SESS_001171,CUST_00963,NULL,2023-05-17,Mobile,338,TRUE
SESS_001172,CUST_00077,NULL,2023-12-29,Tablet,755,TRUE
SESS_001173,CUST_00301,NULL,2023-01-24,Tablet,896,TRUE
SESS_001174,NULL,CAMP_06,2023-09-12,Desktop,369,FALSE
SESS_001175,NULL,CAMP_04,2023-12-27,Tablet,844,FALSE
SESS_001176,NULL,NULL,2023-08-29,Mobile,1035,TRUE
SESS_001177,CUST_00907,CAMP_01,2023-01-30,Desktop,999,TRUE
SESS_001178,NULL,CAMP_08,2023-05-04,Desktop,284,TRUE
SESS_001179,CUST_00814,CAMP_01,2023-09-04,Desktop,125,FALSE
SESS_001180,CUST_00972,NULL,2023-03-01,Desktop,766,FALSE
SESS_001181,CUST_00112,CAMP_02,2023-06-11,Mobile,880,FALSE
